uniq_id,description,category,_len_description,text
ea16e13a7cf16d8665d1bc44738dfa88,"Printland PMR1464 Ceramic Mug (350 g)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
a341f915962ee99754e962520f279708,"Prithish Never Ever Give Up Ceramic Mug (330 ml)
                         Price: Rs. 175
				
			""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!
""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",Kitchen & Dining ,1454,prithish mug 330 175 talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping
9077acd25761ea067ac6d9369d8fdf16,"Prithish Eye Abstract Painting Ceramic Mug (330 ml)
                         Price: Rs. 175
				
			""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!
""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",Kitchen & Dining ,1457,prithish painting mug 330 175 talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping
cab75cad4b3a3c593c753a1759df28e2,Buy Prithish We're All Mad Here Ceramic Mug for Rs.175 online. Prithish We're All Mad Here Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,209,prithish mug rs.175 prithish mug
c5590e238d44b370337624f5987fb9b8,"Rockmantra Abstrcts 8 Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,763,rockmantra mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
6b043b37c38f081d96886acb5acfbdf5,"Rockmantra Water Fire Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,763,rockmantra fire mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
b92e13d5ef945d086fd4f42b95bc04ac,Buy Prithish Independence Day Design 9 Double Color Ceramic Mug for Rs.225 online. Prithish Independence Day Design 9 Double Color Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,249,prithish independence mug rs.225 prithish independence mug
22ea3b69860bc9a5e0c69b87db2dcdab,Buy Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug for Rs.225 online. Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,317,prithish superpower bubbles coloured mug rs.225 prithish superpower bubbles coloured mug
154920adb9d584b55d419227f9b01cc6,"Printland PMR1051 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
5dbf978ab2cf9d2da6446d3e4595f690,"Printland PMR1834 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
b7ef3e6ec248f17f3a6a4697120ddb96,Buy Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug for Rs.299 online. Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,297,prithish superpower bubbles mug rs.299 prithish superpower bubbles mug
aab46b84f70cc6774afaafe1d6035de3,"Rockmantra Beautiful Girl With Big Feather Hat Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,788,rockmantra feather mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
58d7fbbe6d306ecf16e0a7ac05b211d4,"Printland PMR1332 Ceramic Mug (350 g)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
59af3731b809a25f2bf99e99f645d8dd,"Printland CMW1670 Ceramic Mug (350 g)
                         Price: Rs. 199
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
3c4ca34c50a5437a1bcc42b72fc1351f,"Printland PMR1902 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
3830dda3491cd5b28ed42ae544bc44f0,"Rockmantra Blue Water Abstracts Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,773,rockmantra abstracts mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
2f712e172ee77a913b6d627657986b72,Buy Prithish Pschedelic Collection 1 Ceramic Mug for Rs.225 online. Prithish Pschedelic Collection 1 Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,219,prithish pschedelic mug rs.225 prithish pschedelic mug
6da53319cc12c9729881f5478ff67223,"Printland CMW1657 Ceramic Mug (350 g)
                         Price: Rs. 199
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland mug printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present printland coffee mug fantastic coffee mug enjoy morning coffee huge mug kitchen wardrobe look serve coffee mug present
8bf65b132179faf26f61e26274b2b819,"Rockmantra Gamming Wallpaper Ceramic Mug (5.5 l)
                         Price: Rs. 349
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,770,rockmantra wallpaper mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
f69bef5db54cb4c83b2aa8d0ce829d4e,"Prithish Wild And Free Ceramic Mug (330 ml)
                         Price: Rs. 175
				
			""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!
""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",Kitchen & Dining ,1449,prithish wild mug 330 175 talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping talk coffee selection catchy design mean find quote say mug smile forget share mug gift mug graphic enjoyment express distinctive coffee mug freedom broadcast message holiday cheer cupcake affordable mug break mug laugh happy sipping
ffbf3794aa8cb6bb8d3f313d0a549a09,Buy Returnfavors Cartoon shaped Coffee For Kids Ceramic Mug for Rs.301 online. Returnfavors Cartoon shaped Coffee For Kids Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,241,returnfavors coffee mug returnfavors coffee mug
acd2f21d63ac0bbed4d52e6010d9460b,"Rockmantra 3D Stone Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,761,rockmantra mug 5.5 thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave thrilling start rockmantra mug porcelain craft ensure stay permanent make too! dishwasher microwave
b46d7b8e6826ad4c8b40a991da0f54d7,Buy Rockmantra Vintage Sea Evening Ceramic Mug for Rs.199 online. Rockmantra Vintage Sea Evening Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,215,rockmantra vintage evening mug rs.199 rockmantra vintage evening mug
ce2f67c3365846170cb709784d87e45b,"Buy Prithish Blue & Gold Heart, I Love You Ceramic Mug for Rs.175 online. Prithish Blue & Gold Heart, I Love You Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Kitchen & Dining ,231,prithish mug rs.175 prithish mug
b4ccd4c315d99edd7c00d015b714485a,"Famous Wheel Pizza Cutter (Steel Pack of 1)
                         Price: Rs. 299
				
			Pizza Cutter With Extra Shape Blade. Brand New And High Quality. Perfectly Designed Pizza Cutter For Pizza, Sandwich, Garlic Bread, Pastry . Performance With Easy Operation & Sharp Edge. Perfect Grip While . High Quality . Compact Size And Light Weight For Convenient Use. New Stylish Pizza Cutter- Cut Pizza With Great Ease Blade Made Of High Quality Stainless Steel Handle Made Of High Quality Plastic Scientifically Designed For Effort Less Cutting Durable Portable And Easy To Carry Beautiful And Stylish Model May Vary According To Availability Pizza Cutter Slicer Perfectly Designed Pizza Cutter For Optimum Perfect Grip While Cutting Pizza Cutter With Extra Sharp Blade Best Grip For Holding And Cutting Compact Size And Light Weight For Convenient Use.
Pizza Cutter With Extra Shape Blade. Brand New And High Quality. Perfectly Designed Pizza Cutter For Pizza, Sandwich, Garlic Bread, Pastry . Performance With Easy Operation & Sharp Edge. Perfect Grip While . High Quality . Compact Size And Light Weight For Convenient Use. New Stylish Pizza Cutter- Cut Pizza With Great Ease Blade Made Of High Quality Stainless Steel Handle Made Of High Quality Plastic Scientifically Designed For Effort Less Cutting Durable Portable And Easy To Carry Beautiful And Stylish Model May Vary According To Availability Pizza Cutter Slicer Perfectly Designed Pizza Cutter For Optimum Perfect Grip While Cutting Pizza Cutter With Extra Sharp Blade Best Grip For Holding And Cutting Compact Size And Light Weight For Convenient Use.",Kitchen & Dining ,1617,wheel pizza cutter pizza cutter blade perfectly pizza cutter pizza sandwich garlic bread pastry performance operation sharp edge grip convenient pizza cutter- pizza blade handle scientifically effort cutting portable accord availability pizza cutter slicer perfectly pizza cutter optimum grip cutting pizza cutter sharp blade grip holding cut convenient pizza cutter blade perfectly pizza cutter pizza sandwich garlic bread pastry performance operation sharp edge grip convenient pizza cutter- pizza blade handle scientifically effort cutting portable accord availability pizza cutter slicer perfectly pizza cutter optimum grip cutting pizza cutter sharp blade grip holding cut convenient
302c95f6eae5f4ce217fcedc4ef91262,Buy Rastogi Handicrafts Showpiece  -  20 cm for Rs.450 online. Rastogi Handicrafts Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,209,rastogi handicrafts showpiece rs.450 rastogi handicrafts showpiece
2f756aa2ceb1efda609c428a47308758,Buy NEHP NEH006 Showpiece  -  38.1 cm for Rs.499 online. NEHP NEH006 Showpiece  -  38.1 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,197,nehp h006 showpiece 38.1 rs.499 nehp h006 showpiece 38.1
2e3586dc60df258c5478446d65a317d2,Buy S C Handicrafts Sandalwood Carved Chinese Queen Big Showpiece  -  20 cm for Rs.8900 online. S C Handicrafts Sandalwood Carved Chinese Queen Big Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,274,handicrafts sandalwood carve chinese queen showpiece rs.8900 handicrafts sandalwood carve chinese queen showpiece
40829ac110f344ef35f1c8c32fb311c7,"Tatvaarts Urli Showpiece  -  21.59 cm (Brass, Gold)
                         Price: Rs. 5,700
				
			This beautiful brass Urli will occupy the pride of place in your home. It makes the ideal decor accessory when filled with water and flower petals. The antique gold color looks striking and the use of brass ensures longevity and ease of maintenance. 
This beautiful brass Urli will occupy the pride of place in your home. It makes the ideal decor accessory when filled with water and flower petals. The antique gold color looks striking and the use of brass ensures longevity and ease of maintenance. ",Home Decor & Festive Needs ,607,tatvaart urli showpiece 21.59 brass brass urli occupy pride make accessory fill petal antique look strike brass longevity maintenance brass urli occupy pride make accessory fill petal antique look strike brass longevity maintenance
e3c741a05c82c54343b94ed8c1292e2a,"Sam Rolling Pizza Cutter (Steel Pack of 1)
                         Price: Rs. 45
				
			Durable Good Quality Pizza Cutter
Durable Good Quality Pizza Cutter",Kitchen & Dining ,161,rolling pizza cutter pizza cutter pizza cutter
d75705ad163412347cba51f882e9c0f0,"Surface180 Wonderful Wooden Antique Drawer Box Showpiece  -  20 cm (Wooden, Green)
                         Price: Rs. 1,112
				
			The vibrant antique drawer Box looks astonishing with alluring carvings and bright colors. Featuring body dimensions of 13 (L) x 10 (W) x 18 (H) cms, it is indeed an amazing home decorative item. The small and compact wooden antique style Box has different golden carvings on each front panel of the drawer and around the drawer Box , which makes it fascinating.

Note: This is Handcraft Item so each item will be different than other due to limitation of photography.
The vibrant antique drawer Box looks astonishing with alluring carvings and bright colors. Featuring body dimensions of 13 (L) x 10 (W) x 18 (H) cms, it is indeed an amazing home decorative item. The small and compact wooden antique style Box has different golden carvings on each front panel of the drawer and around the drawer Box , which makes it fascinating.

Note: This is Handcraft Item so each item will be different than other due to limitation of photography.",Home Decor & Festive Needs ,1078,wonderful wooden antique drawer showpiece wooden vibrant antique drawer look astonish alluring carving feature wooden antique golden carving panel drawer drawer make fascinating limitation photography vibrant antique drawer look astonish alluring carving feature wooden antique golden carving panel drawer drawer make fascinating limitation photography
90f86ac4065397340e8012261577c220,"Step4deal Wheel Pizza Cutter (Stainless Steel Pack of 1)
                         Price: Rs. 139
				
			Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.
Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.",Kitchen & Dining ,750,wheel pizza cutter enjoy delicious slice pizza pizza cutter siver colour pizza cutter pizza slice pizza-crazy fuss equal share favourite deliacy pizza cutter kitchen enjoy delicious slice pizza pizza cutter siver colour pizza cutter pizza slice pizza-crazy fuss equal share favourite deliacy pizza cutter kitchen
168618e93387ad7171d4e4e1eeff9d1a,"MA Design Hut Showpiece  -  8 cm (Brass, Yellow)
                         Price: Rs. 399
				
			Decorative Gift Item Canon
Decorative Gift Item Canon",Home Decor & Festive Needs ,154,showpiece brass canon canon
9c4ab8ab059c912090c83cb0818e7f1c,Buy Lal Haveli Rajasthani Wooden Crafted Unique Chowkidar Statues Wooden Darwam Showpiece  -  50.8 cm for Rs.4795 online. Lal Haveli Rajasthani Wooden Crafted Unique Chowkidar Statues Wooden Darwam Showpiece  -  50.8 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,326,lal haveli rajasthani wooden chowkidar statues wooden darwam showpiece 50.8 lal haveli rajasthani wooden chowkidar statues wooden darwam showpiece 50.8
70578f48cc96bbb60d040e08025e521d,Earth Conscious Graphic Print Baby Boy's Jumpsuit - Buy Sky Blue Earth Conscious Graphic Print Baby Boy's Jumpsuit For Only Rs. 625 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Baby Care ,230,earth conscious boy jumpsuit earth conscious boy jumpsuit 625 apparels huge branded clothes
5b378b0925d5409b5d84ceb416fc2afc,Buy Purpledip Showpiece  -  12 cm for Rs.638 online. Purpledip Showpiece  -  12 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,189,purpledip showpiece purpledip showpiece
6775e3b91baa4d368f6d91eb7c24578b,"Buy Tirupati 4""- Green Wheel Pizza Cutter for Rs.649 online. Tirupati 4""- Green Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Kitchen & Dining ,205,"tirupati 4""- wheel pizza cutter rs.649 tirupati 4""- wheel pizza cutter"
c109187e7975ee8fdb2b3dfbdd9dce20,Buy Shoppingtara Elephant Pair Gift Showpiece  -  4 cm for Rs.519 online. Shoppingtara Elephant Pair Gift Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,231,shoppingtara elephant showpiece shoppingtara elephant showpiece
8962b50b699ddf4712ad18d29c6a3862,"Orange Tree Dune Wall Decor Set Of 3 Showpiece  -  8 cm (Iron, Gold)
                         Price: Rs. 1,529
				
			Metal saucer with a hand-worked look floats a classic round mirror in the center. These set of 3 in dark ant. Brass finish lets your imagination loose by creating interesting combinations on any wall surface
Metal saucer with a hand-worked look floats a classic round mirror in the center. These set of 3 in dark ant. Brass finish lets your imagination loose by creating interesting combinations on any wall surface",Home Decor & Festive Needs ,538,showpiece saucer hand-worked float mirror center brass let imagination loose create interesting combination surface saucer hand-worked float mirror center brass let imagination loose create interesting combination surface
a4d9e71172f619f8e3122e34bb0bf3cc,Buy Unique Design Handcrafted Brass Mini Chair Table Set Showpiece  -  10 cm for Rs.499 online. Unique Design Handcrafted Brass Mini Chair Table Set Showpiece  -  10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,275,brass chair showpiece rs.499 brass chair showpiece
