uniq_id,description,category,_len_description,text,_len__text
6b043b37c38f081d96886acb5acfbdf5,"Rockmantra Water Fire Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,763,rockmantra water fire ceramic mug 5.5 price thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5,513
b92e13d5ef945d086fd4f42b95bc04ac,Buy Prithish Independence Day Design 9 Double Color Ceramic Mug for Rs.225 online. Prithish Independence Day Design 9 Double Color Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,249,buy prithish independence day design double color ceramic mug rs.225 online prithish independence day design double color ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,215
22ea3b69860bc9a5e0c69b87db2dcdab,Buy Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug for Rs.225 online. Prithish I'm A Mom. What'S Your Superpower? Red with Blue Bubbles Double Coloured Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,317,buy prithish mom superpower red blue bubbles double coloured ceramic mug rs.225 online prithish mom superpower red blue bubbles double coloured ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,237
154920adb9d584b55d419227f9b01cc6,"Printland PMR1051 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland pmr1051 ceramic mug 350 price 299 printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,437
5dbf978ab2cf9d2da6446d3e4595f690,"Printland PMR1834 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland pmr1834 ceramic mug 350 price 299 printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,437
b7ef3e6ec248f17f3a6a4697120ddb96,Buy Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug for Rs.299 online. Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,297,buy prithish mom superpower multicoloured bubbles black ceramic mug rs.299 online prithish mom superpower multicoloured bubbles black ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,227
aab46b84f70cc6774afaafe1d6035de3,"Rockmantra Beautiful Girl With Big Feather Hat Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,788,rockmantra beautiful girl big feather ceramic mug 5.5 price thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5,529
58d7fbbe6d306ecf16e0a7ac05b211d4,"Printland PMR1332 Ceramic Mug (350 g)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland pmr1332 ceramic mug 350 price 299 printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,437
59af3731b809a25f2bf99e99f645d8dd,"Printland CMW1670 Ceramic Mug (350 g)
                         Price: Rs. 199
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland cmw1670 ceramic mug 350 price printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,433
3c4ca34c50a5437a1bcc42b72fc1351f,"Printland PMR1902 Ceramic Mug (350 ml)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,820,printland pmr1902 ceramic mug 350 price 299 printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,437
3830dda3491cd5b28ed42ae544bc44f0,"Rockmantra Blue Water Abstracts Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,773,rockmantra blue water abstracts ceramic mug 5.5 price thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5,523
2f712e172ee77a913b6d627657986b72,Buy Prithish Pschedelic Collection 1 Ceramic Mug for Rs.225 online. Prithish Pschedelic Collection 1 Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,219,buy prithish pschedelic ceramic mug rs.225 online prithish pschedelic ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,163
6da53319cc12c9729881f5478ff67223,"Printland CMW1657 Ceramic Mug (350 g)
                         Price: Rs. 199
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining ,819,printland cmw1657 ceramic mug 350 price printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love printland coffee mug adorable fantastic coffee mug morning coffee tea huge mug ceramic material perfect add kitchen wardrobe look stylish serve tea coffee mug casual home perfect gift present love,433
8bf65b132179faf26f61e26274b2b819,"Rockmantra Gamming Wallpaper Ceramic Mug (5.5 l)
                         Price: Rs. 349
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,770,rockmantra gamming wallpaper ceramic mug 5.5 price 349 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5,524
f69bef5db54cb4c83b2aa8d0ce829d4e,"Prithish Wild And Free Ceramic Mug (330 ml)
                         Price: Rs. 175
				
			""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!
""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",Kitchen & Dining ,1449,prithish wild free ceramic mug 330 price 175 talk coffee wide selection cute catchy design mean find quote say way mug bring smile forget share mug like great gift mug beautifully design quality ink attractive graphic perfect enjoyment express distinctive coffee mug freedom broadcast special message holiday cheer love cupcake affordable mug perfect gifting know mug bring laugh happy sip talk coffee wide selection cute catchy design mean find quote say way mug bring smile forget share mug like great gift mug beautifully design quality ink attractive graphic perfect enjoyment express distinctive coffee mug freedom broadcast special message holiday cheer love cupcake affordable mug perfect gifting know mug bring laugh happy sipping,738
ffbf3794aa8cb6bb8d3f313d0a549a09,Buy Returnfavors Cartoon shaped Coffee For Kids Ceramic Mug for Rs.301 online. Returnfavors Cartoon shaped Coffee For Kids Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,241,buy returnfavors cartoon shape coffee kids ceramic mug rs.301 online returnfavors cartoon shape coffee kid ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,200
acd2f21d63ac0bbed4d52e6010d9460b,"Rockmantra 3D Stone Ceramic Mug (5.5 l)
                         Price: Rs. 199
				
			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""
Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications :Material : CeramicSize : 3.5"" X 4""",Kitchen & Dining ,761,rockmantra stone ceramic mug 5.5 price thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5 thrilling fresh start day exclusive creation rockmantra mug porcelain crafting ensure design stay permanent year come make perfect pick gift love one too!dishwasher microwave safe product detail specification material ceramic size 3.5,508
b46d7b8e6826ad4c8b40a991da0f54d7,Buy Rockmantra Vintage Sea Evening Ceramic Mug for Rs.199 online. Rockmantra Vintage Sea Evening Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining ,215,buy rockmantra vintage sea evening ceramic mug rs.199 online rockmantra vintage sea evening ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,185
ce2f67c3365846170cb709784d87e45b,"Buy Prithish Blue & Gold Heart, I Love You Ceramic Mug for Rs.175 online. Prithish Blue & Gold Heart, I Love You Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Kitchen & Dining ,231,buy prithish blue gold heart love ceramic mug rs.175 online prithish blue gold heart love ceramic mug good price free shipping cash delivery genuine products day replacement guarantee,183
b4ccd4c315d99edd7c00d015b714485a,"Famous Wheel Pizza Cutter (Steel Pack of 1)
                         Price: Rs. 299
				
			Pizza Cutter With Extra Shape Blade. Brand New And High Quality. Perfectly Designed Pizza Cutter For Pizza, Sandwich, Garlic Bread, Pastry . Performance With Easy Operation & Sharp Edge. Perfect Grip While . High Quality . Compact Size And Light Weight For Convenient Use. New Stylish Pizza Cutter- Cut Pizza With Great Ease Blade Made Of High Quality Stainless Steel Handle Made Of High Quality Plastic Scientifically Designed For Effort Less Cutting Durable Portable And Easy To Carry Beautiful And Stylish Model May Vary According To Availability Pizza Cutter Slicer Perfectly Designed Pizza Cutter For Optimum Perfect Grip While Cutting Pizza Cutter With Extra Sharp Blade Best Grip For Holding And Cutting Compact Size And Light Weight For Convenient Use.
Pizza Cutter With Extra Shape Blade. Brand New And High Quality. Perfectly Designed Pizza Cutter For Pizza, Sandwich, Garlic Bread, Pastry . Performance With Easy Operation & Sharp Edge. Perfect Grip While . High Quality . Compact Size And Light Weight For Convenient Use. New Stylish Pizza Cutter- Cut Pizza With Great Ease Blade Made Of High Quality Stainless Steel Handle Made Of High Quality Plastic Scientifically Designed For Effort Less Cutting Durable Portable And Easy To Carry Beautiful And Stylish Model May Vary According To Availability Pizza Cutter Slicer Perfectly Designed Pizza Cutter For Optimum Perfect Grip While Cutting Pizza Cutter With Extra Sharp Blade Best Grip For Holding And Cutting Compact Size And Light Weight For Convenient Use.",Kitchen & Dining ,1617,famous wheel pizza cutter steel pack price 299 pizza cutter extra shape blade brand high quality perfectly design pizza cutter pizza sandwich garlic bread pastry performance easy operation sharp edge perfect grip high quality compact size light weight convenient use stylish pizza cutter- cut pizza great ease blade high quality stainless steel handle high quality plastic scientifically design effort cut durable portable easy carry beautiful stylish model vary accord availability pizza cutter slicer perfectly design pizza cutter optimum perfect grip cut pizza cutter extra sharp blade good grip hold cut compact size light weight convenient use pizza cutter extra shape blade brand high quality perfectly design pizza cutter pizza sandwich garlic bread pastry performance easy operation sharp edge perfect grip high quality compact size light weight convenient use stylish pizza cutter- cut pizza great ease blade high quality stainless steel handle high quality plastic scientifically design effort cutting durable portable easy carry beautiful stylish model vary accord availability pizza cutter slicer perfectly design pizza cutter optimum perfect grip cut pizza cutter extra sharp blade good grip hold cut compact size light weight convenient use,1254
302c95f6eae5f4ce217fcedc4ef91262,Buy Rastogi Handicrafts Showpiece  -  20 cm for Rs.450 online. Rastogi Handicrafts Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,209,buy rastogi handicrafts showpiece rs.450 online rastogi handicrafts showpiece good price free shipping cash delivery genuine products day replacement guarantee,159
2f756aa2ceb1efda609c428a47308758,Buy NEHP NEH006 Showpiece  -  38.1 cm for Rs.499 online. NEHP NEH006 Showpiece  -  38.1 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,197,buy nehp neh006 showpiece 38.1 rs.499 online nehp neh006 showpiece 38.1 good price free shipping cash delivery genuine products day replacement guarantee,153
2e3586dc60df258c5478446d65a317d2,Buy S C Handicrafts Sandalwood Carved Chinese Queen Big Showpiece  -  20 cm for Rs.8900 online. S C Handicrafts Sandalwood Carved Chinese Queen Big Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,274,buy handicrafts sandalwood carve chinese queen big showpiece rs.8900 online handicrafts sandalwood carve chinese queen big showpiece good price free shipping cash delivery genuine products day replacement guarantee,214
40829ac110f344ef35f1c8c32fb311c7,"Tatvaarts Urli Showpiece  -  21.59 cm (Brass, Gold)
                         Price: Rs. 5,700
				
			This beautiful brass Urli will occupy the pride of place in your home. It makes the ideal decor accessory when filled with water and flower petals. The antique gold color looks striking and the use of brass ensures longevity and ease of maintenance. 
This beautiful brass Urli will occupy the pride of place in your home. It makes the ideal decor accessory when filled with water and flower petals. The antique gold color looks striking and the use of brass ensures longevity and ease of maintenance. ",Home Decor & Festive Needs ,607,"tatvaarts urli showpiece 21.59 brass gold price 5,700 beautiful brass urli occupy pride place home make ideal decor accessory fill water flower petal antique gold color look striking use brass ensure longevity ease maintenance beautiful brass urli occupy pride place home make ideal decor accessory fill water flower petal antique gold color look striking use brass ensure longevity ease maintenance",399
e3c741a05c82c54343b94ed8c1292e2a,"Sam Rolling Pizza Cutter (Steel Pack of 1)
                         Price: Rs. 45
				
			Durable Good Quality Pizza Cutter
Durable Good Quality Pizza Cutter",Kitchen & Dining ,161,sam rolling pizza cutter steel pack price durable good quality pizza cutter durable good quality pizza cutter,109
d75705ad163412347cba51f882e9c0f0,"Surface180 Wonderful Wooden Antique Drawer Box Showpiece  -  20 cm (Wooden, Green)
                         Price: Rs. 1,112
				
			The vibrant antique drawer Box looks astonishing with alluring carvings and bright colors. Featuring body dimensions of 13 (L) x 10 (W) x 18 (H) cms, it is indeed an amazing home decorative item. The small and compact wooden antique style Box has different golden carvings on each front panel of the drawer and around the drawer Box , which makes it fascinating.

Note: This is Handcraft Item so each item will be different than other due to limitation of photography.
The vibrant antique drawer Box looks astonishing with alluring carvings and bright colors. Featuring body dimensions of 13 (L) x 10 (W) x 18 (H) cms, it is indeed an amazing home decorative item. The small and compact wooden antique style Box has different golden carvings on each front panel of the drawer and around the drawer Box , which makes it fascinating.

Note: This is Handcraft Item so each item will be different than other due to limitation of photography.",Home Decor & Festive Needs ,1078,"surface180 wonderful wooden antique drawer box showpiece wooden green price 1,112 vibrant antique drawer box look astonishing alluring carving bright color feature body dimension cm amazing home decorative item small compact wooden antique style box different golden carving panel drawer drawer box make fascinating note handcraft item item different limitation photography vibrant antique drawer box look astonishing alluring carving bright color feature body dimension cm amazing home decorative item small compact wooden antique style box different golden carving panel drawer drawer box make fascinating note handcraft item item different limitation photography",665
90f86ac4065397340e8012261577c220,"Step4deal Wheel Pizza Cutter (Stainless Steel Pack of 1)
                         Price: Rs. 139
				
			Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.
Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.",Kitchen & Dining ,750,step4deal wheel pizza cutter stainless steel pack price 139 delicious slice pizza home pizza cutter stainless steel siver colour pizza cutter help cut pizza slice pizza crazy kid big fuss get equal share favourite deliacy pizza cutter kitchen delicious slice pizza home pizza cutter stainless steel siver coloured pizza cutter help cut pizza slice pizza crazy kid big fuss get equal share favourite deliacy pizza cutter kitchen,427
168618e93387ad7171d4e4e1eeff9d1a,"MA Design Hut Showpiece  -  8 cm (Brass, Yellow)
                         Price: Rs. 399
				
			Decorative Gift Item Canon
Decorative Gift Item Canon",Home Decor & Festive Needs ,154,design hut showpiece brass yellow price 399 decorative gift item canon decorative gift item canon,97
9c4ab8ab059c912090c83cb0818e7f1c,Buy Lal Haveli Rajasthani Wooden Crafted Unique Chowkidar Statues Wooden Darwam Showpiece  -  50.8 cm for Rs.4795 online. Lal Haveli Rajasthani Wooden Crafted Unique Chowkidar Statues Wooden Darwam Showpiece  -  50.8 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,326,buy lal haveli rajasthani wooden crafted unique chowkidar statues wooden darwam showpiece 50.8 rs.4795 online lal haveli rajasthani wooden crafted unique chowkidar statues wooden darwam showpiece 50.8 good price free shipping cash delivery genuine products day replacement guarantee,282
70578f48cc96bbb60d040e08025e521d,Earth Conscious Graphic Print Baby Boy's Jumpsuit - Buy Sky Blue Earth Conscious Graphic Print Baby Boy's Jumpsuit For Only Rs. 625 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,Baby Care ,230,earth conscious graphic print baby boy jumpsuit buy sky blue earth conscious graphic print baby boy jumpsuit 625 online india shop online apparel huge branded clothe flipkart.com,178
5b378b0925d5409b5d84ceb416fc2afc,Buy Purpledip Showpiece  -  12 cm for Rs.638 online. Purpledip Showpiece  -  12 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,189,buy purpledip showpiece rs.638 online purpledip showpiece good price free shipping cash delivery genuine products day replacement guarantee,139
6775e3b91baa4d368f6d91eb7c24578b,"Buy Tirupati 4""- Green Wheel Pizza Cutter for Rs.649 online. Tirupati 4""- Green Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Kitchen & Dining ,205,"buy tirupati 4""- green wheel pizza cutter rs.649 online tirupati 4""- green wheel pizza cutter good price free shipping cash delivery genuine products day replacement guarantee",175
c109187e7975ee8fdb2b3dfbdd9dce20,Buy Shoppingtara Elephant Pair Gift Showpiece  -  4 cm for Rs.519 online. Shoppingtara Elephant Pair Gift Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,231,buy shoppingtara elephant pair gift showpiece rs.519 online shoppingtara elephant pair gift showpiece good price free shipping cash delivery genuine products day replacement guarantee,183
8962b50b699ddf4712ad18d29c6a3862,"Orange Tree Dune Wall Decor Set Of 3 Showpiece  -  8 cm (Iron, Gold)
                         Price: Rs. 1,529
				
			Metal saucer with a hand-worked look floats a classic round mirror in the center. These set of 3 in dark ant. Brass finish lets your imagination loose by creating interesting combinations on any wall surface
Metal saucer with a hand-worked look floats a classic round mirror in the center. These set of 3 in dark ant. Brass finish lets your imagination loose by creating interesting combinations on any wall surface",Home Decor & Festive Needs ,538,"orange tree dune wall decor set showpiece iron gold price 1,529 metal saucer hand work look float classic round mirror center set dark ant brass finish let imagination loose create interesting combination wall surface metal saucer hand work look float classic round mirror center set dark ant brass finish let imagination loose create interesting combination wall surface",371
a4d9e71172f619f8e3122e34bb0bf3cc,Buy Unique Design Handcrafted Brass Mini Chair Table Set Showpiece  -  10 cm for Rs.499 online. Unique Design Handcrafted Brass Mini Chair Table Set Showpiece  -  10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs ,275,buy unique design handcrafted brass mini chair table set showpiece rs.499 online unique design handcrafted brass mini chair table set showpiece good price free shipping cash delivery genuine products day replacement guarantee,225
55ce1309b69e1912d2fd60a3ee3f351b,"Tatvaarts Elephant Mini ( Fine-Finish) Showpiece  -  8.89 cm (Brass, Gold)
                         Price: Rs. 4,200
				
			Elephants are such animals that everybody loves them, be it in reality or in form of toys, paintings, on accessories or artifacts. This is an adorable elephant which is adorned with traditional and beautiful hand carved designs.Specialty: Made from brass (alloy of copper and zinc) Hand carved designs Traditional and natural feel Lustrous and gold like appearance Handmade by the craftsmen 
Elephants are such animals that everybody loves them, be it in reality or in form of toys, paintings, on accessories or artifacts. This is an adorable elephant which is adorned with traditional and beautiful hand carved designs.Specialty: Made from brass (alloy of copper and zinc) Hand carved designs Traditional and natural feel Lustrous and gold like appearance Handmade by the craftsmen ",Home Decor & Festive Needs ,912,"tatvaarts elephant mini finish showpiece 8.89 brass gold price 4,200 elephant animal everybody love reality form toy painting accessory artifact adorable elephant adorn beautiful hand carve design specialty brass alloy copper zinc hand carve design natural feel lustrous gold like appearance handmade craftsman elephant animal everybody love reality form toy painting accessory artifact adorable elephant adorn beautiful hand carve design specialty brass alloy copper zinc hand carve design natural feel lustrous gold like appearance handmade craftsman",552
