uniq_id,description,category,_len_description,lema_desc,stem_desc,_len__lem,_len__stem
4a1b23dacd7d2a9ec7414f7159f25a48,"Mars Queen Eye Liner, Lip Gloss, EyeLiner (Set of 3) Price: Rs. 299 1 Queen Eye Liner, 1 Lip Gloss, 1 EyeLiner,Specifications of Mars Queen Eye Liner, Lip Gloss, EyeLiner (Set of 3) Combo Set Details Number of Contents in Combo Set 3 Combo Set Contents 1 Queen Eye Liner, 1 Lip Gloss, 1 EyeLiner Ideal For Women Organic No General Traits Professional Care Yes Gift Pack Yes",Beauty and Personal Care ,373,mars queen eye liner lip gloss eye liner set price 299 queen eye liner lip gloss eye liner specification mars queen eye liner lip gloss eye liner set combo set detail number content combo set combo set content queen eye liner lip gloss eye liner ideal woman organic general trait professional care yes gift pack yes,mar queen eye liner lip gloss eye liner set price 299 queen eye liner lip gloss eye liner specif mar queen eye liner lip gloss eye liner set combo set detail number content combo set combo set content queen eye liner lip gloss eye liner ideal women organ general trait profession care yes gift pack yes,315,302
95330f6f0f44d17b918feec36bedcdef,"Specifications of RYTHMX FB NAIL POLISHES BLACK LIPSTICKS IMPORTANT COMBO 47 (Set of 4) Combo Set Details Number of Contents in Combo Set 4 Combo Set Contents 2 Nail polish, 2 LIPSTICKS Organic Yes Ideal For Women General Traits Professional Care Yes Warranty After use Lipsticks No Exchange / No Return",Beauty and Personal Care ,303,specification rythmx nail black lipstick important combo set combo set detail number content combo set combo set content nail polish lipstick organic yes ideal woman general trait professional care yes warranty use lipstick exchange return,specif rythmx nail black lipstick import combo set combo set detail number content combo set combo set content nail polish lipstick organ yes ideal women general trait profession care yes warranti use lipstick exchang return,239,224
66a5a21ea332aefcc7b90dbad94053aa,"Specifications of Aroma Care Intense Color Nail Polish Combo 175057 49.5 ml (Multicolor,) Nail Polish Traits Quantity 49.5 ml Shade Multicolor, Organic Yes Warranty After Use No Exchange No Return Additional Traits No Exchange. No Return. No Warranty. Color Fidelity:The colors displayed here are indicative and may not be precise representations of actual shades due to variance in monitor calibrations and resolution as well as screen settings. In the Box 5 Nail Polishs",Beauty and Personal Care ,472,specification care intense color nail polish combo 49.5 multicolor nail polish trait quantity 49.5 shade multicolor organic yes warranty use exchange return additional trait exchange return warranty color color display indicative precise representation actual shade monitor calibration resolution screen setting box nail,specif care intens color nail polish combo 49.5 multicolor nail polish trait quantiti 49.5 shade multicolor organ yes warranti use exchang return addit trait exchang return warranti color color display indic precis represent actual shade monitor calibr resolut screen set box nail,320,280
f4e7f269319ba9cf5507a9e2febacbf5,"Key Features of KOHL Wine Bag Yellow Easy to carry GiftBags JuteBags Bits&Bobs,Specifications of KOHL Wine Bag Yellow (Yellow) General Brand KOHL Insulated No Type Bottle Cover Series Wine Bags Material Jute Washable Yes Model Name Wine Bag Yellow Ideal For Boys, Girls Model ID 3 Color Yellow Size Large In the Box Number of Contents in Sales Package 1 Sales Package Bottle Cover Additional Features Easy to carry, GiftBags, JuteBags, Bits&Bobs",Baby Care ,445,key kohl wine bag yellow easy gift bag jute bags bits& bobs specification kohl wine bag yellow yellow general brand kohl type bottle cover series wine bag material jute washable yes model wine bag yellow ideal boy girl model color yellow size large box number content sale package sale package bottle cover additional easy gift bags jute bags bits& bobs,key kohl wine bag yellow easi gift bag jute bag bits& bob specif kohl wine bag yellow yellow general brand kohl type bottl cover seri wine bag materi jute washabl yes model wine bag yellow ideal boy girl model color yellow size larg box number content sale packag sale packag bottl cover addit easi gift bag jute bag bits& bob,353,326
80e9cb3d2d7f9ff7bc497c34df366d03,Specifications of Shopmania Happy Birthday Gift For Starting Letter Q Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe Yes Dimensions Diameter 80 mm Weight 400 g Height 95 mm Width 120 mm Depth 80 mm In the Box Sales Package 1 Mug,Kitchen & Dining ,288,specification shopmania happy gift start letter ceramic mug 300 general type mug mug capacity 300 material ceramic freezer safe yes microwave safe yes dimension diameter weight 400 height width 120 depth box sale package mug,specif shopmania happi gift start letter ceram mug 300 general type mug mug capac 300 materi ceram freezer safe yes microwav safe yes dimens diamet weight 400 height width 120 depth box sale packag mug,224,201
2baa415ebcc4fe563ce13b50e60efc1c,"Key Features of Shopmania Happy Birthday Gift For Starting Letter G Ceramic Mug Pack of 1 Mug,Specifications of Shopmania Happy Birthday Gift For Starting Letter G Ceramic Mug (300 ml) General Type Mug Mug Capacity 300 ml Material Ceramic Freezer Safe Yes Microwave Safe Yes Dimensions Diameter 80 mm Weight 400 g Height 95 mm Width 120 mm Depth 80 mm In the Box Sales Package 1 Mug",Kitchen & Dining ,382,key shopmania happy gift start letter ceramic mug pack mug specification shopmania happy gift start letter ceramic mug 300 general type mug mug capacity 300 material ceramic freezer safe yes microwave safe yes dimension diameter weight 400 height width 120 depth box sale package mug,key shopmania happi gift start letter ceram mug pack mug specif shopmania happi gift start letter ceram mug 300 general type mug mug capac 300 materi ceram freezer safe yes microwav safe yes dimens diamet weight 400 height width 120 depth box sale packag mug,283,258
903d63e2b71d692ccd628e1de516516e,"Specifications of CHHOTE JANAB COZY MATTRESS PROTECTOR(SET OF 2) (MULTI) Baby Mattress Features Material COTTON General Brand CHHOTE JANAB Type WATERPROOF Model Name COZY MATTRESS PROTECTOR(SET OF 2) Pattern PLAIN Model ID ED104 Color MULTI Additional Features SOFT AND COMFORTABLE, WATERPROOF, SET OF 2, COLOUR MAY BE VARY. In the Box Sales Package 2 MATTRESS",Baby Care ,360,specification chhote janab cozy mattress protector(set multi baby mattress material cotton general brand chhote janab type waterproof model cozy mattress protector(set pattern plain model color multi additional soft comfortable waterproof set colour vary box sale package mattress,specif chhote janab cozi mattress protector(set multi babi mattress materi cotton general brand chhote janab type waterproof model cozi mattress protector(set pattern plain model color multi addit soft comfort waterproof set colour vari box sale packag mattress,280,261
707b160df4c4dece6cde52b222ce624b,"Key Features of Prime Printed 4 Seater Table Cover Length 60 inch/152 cm Width 40 inch/101 cm,Prime Printed 4 Seater Table Cover (Multicolor, PVC) Price: Rs. 499 Prime Center Table Cover Printed 4 Seater,Specifications of Prime Printed 4 Seater Table Cover (Multicolor, PVC) In The Box Number of Contents in Sales Package Pack of 1 General Brand Prime Type Table Cover Model Name 0.281 Material PVC Model ID 281 Color Multicolor Dimensions Weight 250 g Length 60 inch / 152 cm Width 40 inch / 101 cm Seating Capacity 4 Seater",Home Furnishing ,525,key prime print seater table cover length inch/152 width prime print seater table cover multicolor pvc price 499 prime center table cover print seater specification prime print seater table cover multicolor pvc box number content sale package pack general brand prime type table cover model material pvc model color multicolor dimension weight 250 length inch 152 width inch 101 seating capacity seater,key prime print seater tabl cover length inch/152 width prime print seater tabl cover multicolor pvc price 499 prime center tabl cover print seater specif prime print seater tabl cover multicolor pvc box number content sale packag pack general brand prime type tabl cover model materi pvc model color multicolor dimens weight 250 length inch 152 width inch 101 seat capac seater,402,378
ed9817e8960a6a0d509061c54cfe5ac1,"Specifications of SKI WINNER GIFT SET SKYBLUE02 2 Containers Lunch Box (550 ml) General Series LOW Model Name WINNER GIFT SET SKYBLUE02 Lunch Box Features Lunch Box Material Plastic Number of Containers 2 Lunch Box Capacity 550 ml In the Box 1LUNCH BOS 550ML, 1 WATER BOTTLE",Kitchen & Dining ,274,specification winner gift set skyblu e02 container lunch box 550 general series low model winner gift set skyblu e02 lunch box lunch box material plastic number container lunch box capacity 550 box water bottle,specif winner gift set skyblu e02 contain lunch box 550 general seri low model winner gift set skyblu e02 lunch box lunch box materi plastic number contain lunch box capac 550 box water bottl,210,191
5a7a1287fef0d986a5e237797beee286,"Specifications of GAYATRI CREATIONS ORANGE KIDS SET 2 Containers Lunch Box (400 ml) General Series BEST OF LUCK Model Name ORANGE KIDS SET Lunch Box Features Lunch Box Material Plastic Number of Containers 2 Lunch Box Capacity 400 ml In the Box 1 LUNCH BOX, 1 WATER BOTTLE",Kitchen & Dining ,272,specification creation orange kid set container lunch box 400 general series best luck model orange kid set lunch box lunch box material plastic number container lunch box capacity 400 box lunch box water bottle,specif creation orang kid set contain lunch box 400 general seri best luck model orang kid set lunch box lunch box materi plastic number contain lunch box capac 400 box lunch box water bottl,211,190
9ba898ecb77ab5a6799c8b047c6b6008,"Key Features of Caffeine Handmade Tribal Print Influenced Katori Bowl (Set of 2) Stoneware Bowl Set Tip to bottom is 100% handmade with fine details. Dessert bowls used for vegetables, fruits, custards, snacks etc. Material: Ceramic/Stoneware Capacity: 400ml each Note: Set of 2 Size:10*10*4.5,Caffeine Handmade Tribal Print Influenced Katori Bowl (Set of 2) Stoneware Bowl Set (Orange, Green, Pack of 2) Price: Rs. 699 Caffeine Ceramic Handmade Tribal Print Influenced Katori Bowl (Set of 2) This is a perfect product of handmade tribal pottery art at the same time elegant piece of ceramic works. This is a cute combination Katori set of 2 pieces with perfect glossy ceramic finish. This is beauty of hand art in the field of product, enough to highlight your serving and give your dining an elite and sweet touch. Those who love their food, love their kitchen will definitely love this modern approach to pudding and dessert bowls. Serve your guests in this after meal and get the sparkling appreciation for your fine hospitality. Tip to bottom is 100% handmade with fine details. Dessert bowls used for vegetables, fruits, custards, snacks etc. Material: Ceramic/Stoneware Capacity: 400ml each Note: Set of 2,Specifications of Caffeine Handmade Tribal Print Influenced Katori Bowl (Set of 2) Stoneware Bowl Set (Orange, Green, Pack of 2) General Brand Caffeine Model Number NT345 Type Bowl Set Model Name Handmade Tribal Print Influenced Katori Bowl (Set of 2) Bowl Type Ice Cream Bowl, Pudding Bowl, Fruit Bowl, Decorative Bowl, Soup Bowl, Vegetable Bowl, Sauce Bowl Freezer Safe Yes Microwave Safe Yes Color Orange, Green Body and Design Features Material Stoneware In the Box Sales Package 2 Bowls Pack of 2",Kitchen & Dining ,1714,key caffeine handmade tribal print influence katori bowl set stoneware bowl set tip 100 handmade fine detail dessert bowl vegetable fruit custard snack etc material ceramic stoneware capacity 400ml note set caffeine handmade tribal print influence katori bowl set stoneware bowl set orange green pack price 699 caffeine ceramic handmade tribal print influence katori bowl set perfect product handmade tribal pottery art time elegant piece ceramic work cute combination katori set piece perfect glossy ceramic finish beauty hand art field product highlight dining elite sweet touch love food love kitchen love modern approach pudding dessert bowl serve guest sparkling fine tip 100 handmade fine detail dessert bowl vegetable fruit custard snack etc material ceramic stoneware capacity 400ml note set specification caffeine handmade tribal print influence katori bowl set stoneware bowl set orange green pack general brand caffeine model number type bowl set model handmade tribal print influence katori bowl set bowl type ice cream bowl pudding bowl fruit bowl decorative bowl bowl vegetable bowl bowl freezer safe yes microwave safe yes color orange green body design material stoneware box sale package bowl pack,key caffein handmad tribal print influenc katori bowl set stonewar bowl set tip 100 handmad fine detail dessert bowl veget fruit custard snack etc materi ceram stonewar capac 400ml note set caffein handmad tribal print influenc katori bowl set stonewar bowl set orang green pack price 699 caffein ceram handmad tribal print influenc katori bowl set perfect product handmad tribal potteri art time eleg piec ceram work cute combin katori set piec perfect glossi ceram finish beauti hand art field product highlight dine elit sweet touch love food love kitchen love modern approach pud dessert bowl serv guest sparkl fine tip 100 handmad fine detail dessert bowl veget fruit custard snack etc materi ceram stonewar capac 400ml note set specif caffein handmad tribal print influenc katori bowl set stonewar bowl set orang green pack general brand caffein model number type bowl set model handmad tribal print influenc katori bowl set bowl type ice cream bowl pud bowl fruit bowl decor bowl bowl veget bowl bowl freezer safe yes microwav safe yes color orang green bodi design materi stonewar box sale packag bowl pack,1214,1114
f2658bad8c2b7d5b08984c6ac34267f7,"Key Features of Prime Printed 8 Seater Table Cover Length 90 inch/228 cm Width 60 inch/152 cm,Prime Printed 8 Seater Table Cover (Multicolor, PVC) Price: Rs. 899 Prime Dining Table Cover Printed 8 Seater,Specifications of Prime Printed 8 Seater Table Cover (Multicolor, PVC) In The Box Number of Contents in Sales Package Pack of 1 General Brand Prime Type Table Cover Model Name 290P Material PVC Model ID 290 Color Multicolor Dimensions Weight 550 g Length 90 inch / 228 cm Width 60 inch / 152 cm Seating Capacity 8 Seater",Home Furnishing ,524,key prime print seater table cover length width inch/152 prime print seater table cover multicolor pvc price 899 prime dining table cover print seater specification prime print seater table cover multicolor pvc box number content sale package pack general brand prime type table cover model material pvc model 290 color multicolor dimension weight 550 length inch 228 width inch 152 seating capacity seater,key prime print seater tabl cover length width inch/152 prime print seater tabl cover multicolor pvc price 899 prime dine tabl cover print seater specif prime print seater tabl cover multicolor pvc box number content sale packag pack general brand prime type tabl cover model materi pvc model 290 color multicolor dimens weight 550 length inch 228 width inch 152 seat capac seater,406,380
afc3ebd18df498dd87abb7ad7536b5c7,"Key Features of Garnet Traveller 1500 ml Bottle Stylish looks Quality Material Glass Cap,Specifications of Garnet Traveller 1500 ml Bottle (Pack of 6, Multicolor) General Body Material Plastic Type Bottle In the Box Number of Contents in Sales Package Pack of 6 Sales Package 6 bottle combo of 1500 ml each, 2 Pink, 2 Orange, 2 Blue",Kitchen & Dining ,332,key garnet traveller 1500 bottle stylish look quality material glass cap specification garnet traveller 1500 bottle pack multicolor general body material plastic type bottle box number content sale package pack sales package bottle combo 1500 pink orange blue,key garnet travel 1500 bottl stylish look qualiti materi glass cap specif garnet travel 1500 bottl pack multicolor general bodi materi plastic type bottl box number content sale packag pack sale packag bottl combo 1500 pink orang blue,259,234
141d2b743c477043041faddf9233c8ad,"Specifications of Vitamins Solid Baby Girl's Basic Shorts Shorts Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Basic Shorts General Details Pattern Solid Occasion Casual Ideal For Baby Girl's In the Box 1 SHORT Additional Details Style Code 05TG-870-20-N.BLUE Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach",Baby Care ,351,specification vitamin solid baby girl basic short short detail number content sale package pack fabric cotton type basic short general detail pattern solid occasion casual ideal baby girl box additional detail style code 05tg-870 fabric care gentle machine wash lukewarm water bleach,specif vitamin solid babi girl basic short short detail number content sale packag pack fabric cotton type basic short general detail pattern solid occas casual ideal babi girl box addit detail style code 05tg-870 fabric care gentl machin wash lukewarm water bleach,283,265
7a3f11f380a1bf85338ab3771ff81e9f,"Key Features of Vitamins Graphic Print Baby Girl's Basic Shorts Cotton ANTRA MELANGE,Specifications of Vitamins Graphic Print Baby Girl's Basic Shorts General Details Ideal For Baby Girl's Occasion Casual Pattern Graphic Print Shorts Details Type Basic Shorts Fabric Cotton Number of Contents in Sales Package Pack of 1 Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code 05TG-870-26-ANTRA MELANGE In the Box 1 SHORTS",Baby Care ,460,key vitamin graphic print baby girl basic short cotton melange specification vitamin graphic print baby girl basic short general detail ideal baby girl occasion casual pattern graphic print short detail type basic short fabric cotton number content sale package pack fabric care gentle machine wash lukewarm water bleach additional detail style code 05tg-870 melange box short,key vitamin graphic print babi girl basic short cotton melang specif vitamin graphic print babi girl basic short general detail ideal babi girl occas casual pattern graphic print short detail type basic short fabric cotton number content sale packag pack fabric care gentl machin wash lukewarm water bleach addit detail style code 05tg-870 melang box short,376,356
ae45b64d808a883aa35f2bf4de879cac,"Specifications of Vitamins Embroidered Baby Girl's Denim Shorts General Details Ideal For Baby Girl's Occasion Casual Pattern Embroidered Shorts Details Type Denim Shorts Fabric Cotton Pockets Mitered Patch Pocket on Thigh Number of Contents in Sales Package Pack of 1 Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code 05TG-166-24-RAW RANI In the Box 1 SHORTS",Baby Care ,404,specification vitamin baby girl denim short general detail ideal baby girl occasion casual pattern short detail type denim short fabric cotton pocket miter patch pocket number content sale package pack fabric care gentle machine wash lukewarm water bleach additional detail style code box short,specif vitamin babi girl denim short general detail ideal babi girl occas casual pattern short detail type denim short fabric cotton pocket miter patch pocket number content sale packag pack fabric care gentl machin wash lukewarm water bleach addit detail style code box short,294,276
1971dcd2f3058a4c87bdd7d87d4baeba,"Specifications of KE GIFT BOX STOR JEWELLARY Vanity Jewellery (BLUE) Additional Features GIFT BOX Body Features Body Material WOOD, ALUMINIUM Number of Drawers 1 Drawer Number of Compartments 1 Compartment In the Box Sales Package GIFT BOX",Beauty and Personal Care ,239,specification gift box vanity blue additional gift box body body material wood aluminium number drawer drawer number compartment compartment box sale package gift box,specif gift box vaniti blue addit gift box bodi bodi materi wood aluminium number drawer drawer number compart compart box sale packag gift box,166,143
4942e0a9c0527dc00319a39fc8f103e6,"Giorgio Armani SMOOTH SILK LIP PENCIL 12 (Soyeux 12) Price: Rs. 1,710 Glides on smoothly and defines the look of your lips with gorgeous colour.,Specifications of Giorgio Armani SMOOTH SILK LIP PENCIL 12 (Soyeux 12) Lip Liner Details Dual-tipped No Shade Soyeux 12 Waterproof No Smudge-free No Size 1.14 In the Box 1 Lip Pencil",Beauty and Personal Care ,327,giorgio armani smooth silk lip pencil soyeux price glide smoothly define look lip gorgeous colour specification giorgio armani smooth silk lip pencil soyeux lip liner detail dual tipped shade soyeux waterproof free size box lip pencil,giorgio armani smooth silk lip pencil soyeux price glide smooth defin look lip gorgeous colour specif giorgio armani smooth silk lip pencil soyeux lip liner detail dual tip shade soyeux waterproof free size box lip pencil,234,221
0a8a1e9c6659361c0c2b247f8a6471d0,"Key Features of Jaipur Print Cotton Floral Diwan Set fast colour hand printed superior Quality,Jaipur Print Cotton Floral Diwan Set Price: Rs. 2,499 This Nice and Beautiful Diwan Set is made in City of Kings Jaipur. It gives Royal Look to your House. Its superior Quality Printing Gives your House new Look. Royal Diwan set Made in Royal City Jaipur.,Specifications of Jaipur Print Cotton Floral Diwan Set General Brand Jaipur Print Design Code diwan4 Material Cotton Style Code diwan4 Pattern Floral Color Multicolor Warranty Covered in Warranty only manufacturing defect Not Covered in Warranty if product is used or not returne its origional packing Dimensions Bolster Cover Length 29 inch / 40 cm Weight 900 g Cushion Cover Width 15 inch / 40 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Length 86 inch / 220 cm Diwan Sheet Width 59 inch / 150 cm Additional Features Fabric Care Do not Bleach In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Single Bedsheet with 5 Cushion covers and 2 Bolster Cover",Home Furnishing ,1034,"key jaipur print cotton floral diwan set fast colour hand print superior quality jaipur print cotton floral diwan set price 2,499 nice beautiful diwan set city jaipur give royal look house superior quality printing give house new look royal diwan set royal city jaipur specification jaipur print cotton floral diwan set general brand jaipur print design code diwan4 material cotton style code diwan4 pattern floral color multicolor warranty cover warranty manufacturing defect cover warranty product returne origional packing dimension bolster cover length inch weight 900 cushion cover width inch cushion cover length inch diwan sheet length inch 220 diwan sheet width inch 150 additional fabric care bleach box number content sale package pack sale package single bedsheet cushion cover bolster cover","key jaipur print cotton floral diwan set fast colour hand print superior qualiti jaipur print cotton floral diwan set price 2,499 nice beauti diwan set citi jaipur give royal look hous superior qualiti print give hous new look royal diwan set royal citi jaipur specif jaipur print cotton floral diwan set general brand jaipur print design code diwan4 materi cotton style code diwan4 pattern floral color multicolor warranti cover warranti manufactur defect cover warranti product return origion pack dimens bolster cover length inch weight 900 cushion cover width inch cushion cover length inch diwan sheet length inch 220 diwan sheet width inch 150 addit fabric care bleach box number content sale packag pack sale packag singl bedsheet cushion cover bolster cover",802,765
320833ab08c9a94ef83520612899a85f,"Key Features of florence9 baby cap red checks Cap red checks Cotton,Specifications of florence9 baby cap red checks Cap Cap Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type baby cap red checks General Details Occasion Casual Ideal For Baby Boy's, Baby Girl's Additional Details Style Code baby cap red checks",Baby Care ,332,key florence9 baby cap red check cap red check cotton specification florence9 baby cap red check cap cap detail number content sale package pack fabric cotton type baby cap red check general detail occasion casual ideal baby boy baby girl additional detail style code baby cap red check,key florence9 babi cap red check cap red check cotton specif florence9 babi cap red check cap cap detail number content sale packag pack fabric cotton type babi cap red check general detail occas casual ideal babi boy babi girl addit detail style code babi cap red check,286,270
57578c1e6ec61a880a6f3f971f5f77b8,"Key Features of VarEesha Wooden Key Holder Hand made using wrought iron and mango wood Color - Brown Material - Sheesham wood Care instructions : Clean with a wet cloth and wipe gently.,VarEesha Wooden Key Holder (8 Hooks, Multicolor) Price: Rs. 1,199 Traditional design combined with utility, this wood and iron designed keybox is a convenient place to store all your keys. The iron design has a glass back to protect from dust and makes this box very manageable. Has 6 hooks inside for your keys which are less frequently used and 2 bigger hooks outside for car keys and other bigger keys which are used daily.,Specifications of VarEesha Wooden Key Holder (8 Hooks, Multicolor) General Brand VarEesha Model Number VSSWH001 Material Wooden Number of Hooks 8 Color Multicolor In the box Sales Package 1 KeyHanger Pack of 1 Dimensions Weight 900 g Other Dimensions L*B*H-20x10x35 cms",Home Decor & Festive Needs ,882,key var eesha wooden key holder hand work iron mango wood color brown material wood care instruction clean wet cloth wipe gently var eesha wooden key holder hook multicolor price traditional design combine utility wood iron design convenient place store key iron design glass protect dust make box manageable hook inside key big hook outside car key big key daily specification var eesha wooden key holder hook multicolor general brand var eesha model number material wooden number hook color multicolor box sale package key pack dimension weight 900 dimension cm,key var eesha wooden key holder hand wrought iron mango wood color brown materi wood care instruct clean wet cloth wipe gentl var eesha wooden key holder hook multicolor price tradit design combin util wood iron design conveni place store key iron design glass protect dust make box manag hook insid key bigger hook outsid car key bigger key daili specif var eesha wooden key holder hook multicolor general brand var eesha model number materi wooden number hook color multicolor box sale packag key pack dimens weight 900 dimens cms,563,532
4e130ed339dcfe20d2c8b66892278a94,"Key Features of Treasure Showpiece  -  23 cm Polyresin Height - 23 cm Width - 1 cm,Specifications of Treasure Showpiece  -  23 cm (Polyresin, Blue) General Brand Treasure Model Number TE6 Type Fengshui Material Polyresin Color Blue Dimensions Height 23 cm Width 1 cm Depth 1 cm In the Box Sales Package 1 show piece",Home Decor & Festive Needs ,315,key treasure showpiece polyresin height width specification treasure showpiece polyresin blue general brand treasure model number type fengshui material polyresin color blue dimension height width depth box sale package piece,key treasur showpiec polyresin height width specif treasur showpiec polyresin blue general brand treasur model number type fengshui materi polyresin color blue dimens height width depth box sale packag piec,225,206
601817defaff9d0e30e1b72f96d3975f,Specifications of CHINMAY KIDS Printed Cotton Padded Mosquito Net (Multicolour) Convenience Features Washable Yes General Brand CHINMAY KIDS Model Name Printed Cotton Padded Capacity 1 person Model ID CVPC021 Color Multicolour Dimensions Weight 100 g Height 36 inch Width 18 inch In the Box Sales Package 1 MOSQUITO NET,Baby Care ,319,specification chinmay kid print cotton pad mosquito net multicolour convenience washable yes general brand chinmay kid model print cotton padded capacity person model color multicolour dimension weight 100 height inch width inch box sale package mosquito net,specif chinmay kid print cotton pad mosquito net multicolour conveni washabl yes general brand chinmay kid model print cotton pad capac person model color multicolour dimens weight 100 height inch width inch box sale packag mosquito net,258,236
3cdfd9df09f61a8fd178bafcc8dbed31,"HEAVENLY Dress Baby Boy's  Combo Price: Rs. 590 REGULAR SMOOTH AND 100% COTTON WEAR,Specifications of HEAVENLY Dress Baby Boy's  Combo Apparel Combo Details Knit Type Jersey Primary Product Size L Fabric Cotton Style Curved Sides Fit Regular Fit Pattern HALF SLEEVE Ideal For Baby Boy's Occasion Casual Design PRINTED In the Box Number of Contents in Sales Package 6 Fabric Care GENTLE WASH, DO NOT BLEACH, WASH WITH COLD WATER Additional Details Style Code 2092-3SET-B",Baby Care ,469,heavenly dress baby boy combo price regular smooth 100 cotton wear specification heavenly dress baby boy combo apparel combo detail type jersey primary product size fabric cotton style curved side fit regular fit pattern half sleeve ideal baby boy occasion casual design print box number content sale package fabric care gentle wash bleach wash cold water additional detail style code,heaven dress babi boy combo price regular smooth 100 cotton wear specif heaven dress babi boy combo apparel combo detail type jersey primari product size fabric cotton style curv side fit regular fit pattern half sleev ideal babi boy occas casual design print box number content sale packag fabric care gentl wash bleach wash cold water addit detail style code,384,360
374e63028d691c380bc43b0dc60e460d,"Specifications of @home Glass Vase (18 inch, Grey) General Brand @home Suitable For Table Model Number HGFVSCGSTGRY00094 Type Garden Decor Material Glass Color Grey Dimensions Height 18 inch Width 18 inch Depth 42 inch In the Box Sales Package 1 Vase Pack of 1",Home Decor & Festive Needs ,260,specification @home glass vase inch grey general brand @home suitable table model number type garden decor material glass color grey dimension height inch width inch depth inch box sale package vase pack,specif @home glass vase inch grey general brand @home suitabl tabl model number type garden decor materi glass color grey dimens height inch width inch depth inch box sale packag vase pack,203,188
61c0139f3d5c97f1615797dbf046cc0c,"Key Features of Smart Wall Guru Medium Adhesive Sticker We Showcase A Variety Of Wall Decal Categories Study room Looking Awesome Living room Bath room Attractive Guest room Kitchen Easy to Install Easy to Remove Easy To Clean All Wall Decal are front Matte Finish, water resistant & packaged between two layers.,Smart Wall Guru Medium Adhesive Sticker (Pack of 1) Price: Rs. 299 'Smart Wall Guru'' gives u a pure beautiful house with our decoration wall stickers,wall decals & all kind of designs for your home decoration.These stickers are made of self adhesive PVC vinyl and very easy to apply on plane surface. These are the great suppliment of wallpaper,wall color and another decoration method. Thnkss…,Specifications of Smart Wall Guru Medium Adhesive Sticker (Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Sticker General Ideal Use Home, Child Bedroom, Bedroom Scratch-resistant Yes Brand Smart Wall Guru Laminated Yes Type Adhesive Size in Number 58.43 cm Number of Stickers 1 Material Self Adhesive PVC Vinyl Size Medium Dimensions Height 43 cm Width 58 cm",Home Decor & Festive Needs ,1104,key smart wall guru adhesive sticker showcase variety wall decal category study room look awesome living room bath room attractive guest room kitchen easy install easy remove easy clean wall decal matte finish water resistant package layer smart wall guru adhesive sticker pack price 299 smart wall guru give pure beautiful house decoration wall wall kind design home decoration self adhesive pvc vinyl easy apply plane surface great suppliment wallpaper wall color decoration method thnkss specification smart wall guru adhesive sticker pack box number content sale package pack sale package sticker general ideal use home child scratch resistant yes brand smart wall guru laminate yes type adhesive size number number material self adhesive pvc vinyl size dimension height width,key smart wall guru adhes sticker showcas varieti wall decal categori studi room look awesom live room bath room attract guest room kitchen easi instal easi remov easi clean wall decal matt finish water resist packag layer smart wall guru adhes sticker pack price 299 smart wall guru give pure beauti hous decor wall wall kind design home decor self adhes pvc vinyl easi appli plane surfac great suppliment wallpap wall color decor method thnkss specif smart wall guru adhes sticker pack box number content sale packag pack sale packag sticker general ideal use home child scratch resist yes brand smart wall guru lamin yes type adhes size number number materi self adhes pvc vinyl size dimens height width,780,706
0096e89cc25a8b96fb9808716406fe94,"Key Features of oxford Tawa 15 cm cm diameter Non-stick Tawa,Specifications of oxford Tawa 15 cm cm diameter (Aluminium, Non-stick) General Pan Type Flat Non-stick Yes Brand oxford Model Number 16 Induction Bottom No Type Tawa Material Aluminium Capacity 1 L L Color Black In the box Sales Package 1 Dosa Tawa Dimensions Diameter 15 cm cm",Kitchen & Dining ,338,key oxford tawa diameter non stick tawa specification oxford tawa diameter aluminium non stick general pan type flat non stick yes brand oxford model number induction type tawa material aluminium capacity color black box sale package tawa dimension diameter,key oxford tawa diamet non stick tawa specif oxford tawa diamet aluminium non stick general pan type flat non stick yes brand oxford model number induct type tawa materi aluminium capac color black box sale packag tawa dimens diamet,257,232
